row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,country,postal_code,market,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority
34963,ca2011129364,2011-12-08,13122011,standard class,tb21250,tim brockman,consumer,salem,oregon,united states,97301.0,us,west,tecph10003095,technology,phones,samsung hm1900 bluetooth headset,52.68,3,0.2,19.755,3.87,medium
38631,ca2012125563,2012-04-11,17042012,standard class,pr18880,patrick ryan,consumer,tampa,florida,united states,33614.0,us,south,furfu10000087,furniture,furnishings,executive impressions 14 twocolor numerals wall clock,54.528,3,0.2,14.3136,3.87,medium
40144,ca2014156664,2014-12-19,24122014,standard class,bp11290,beth paige,consumer,columbus,ohio,united states,43229.0,us,east,offap10004487,office supplies,appliances,kensington 4 outlet masterpiece compact power control center,130.112,2,0.2,13.0112,3.87,medium
40730,ca2012119627,2012-08-17,23082012,standard class,sc20725,steven cartwright,consumer,peoria,arizona,united states,85345.0,us,west,offpa10001937,office supplies,paper,xerox 21,36.288,7,0.2,12.7008,3.87,medium
34288,ca2013139010,2013-02-21,26022013,second class,mc17635,matthew clasen,corporate,los angeles,california,united states,90032.0,us,west,offbi10002309,office supplies,binders,avery heavyduty ezd  binder with locking rings,31.248,7,0.2,10.9368,3.86,medium
34774,ca2011143385,2011-08-31,05092011,standard class,sj20500,shirley jackson,consumer,santa fe,new mexico,united states,87505.0,us,west,tecac10001635,technology,accessories,keytronickt400u2 keyboard black,92.52,9,0.0,18.504,3.86,medium
35076,ca2014118521,2014-02-17,21022014,standard class,lf17185,luke foster,consumer,new york city,new york,united states,10035.0,us,east,offpa10003465,office supplies,paper,xerox 1912,37.94,2,0.0,18.2112,3.86,medium
35101,ca2013156503,2013-10-15,21102013,standard class,nc18415,nathan cano,consumer,jacksonville,north carolina,united states,28540.0,us,south,offen10001335,office supplies,envelopes,white business envelopes with contemporary seam recycled white business envelopes,35.008,4,0.2,13.128,3.86,low
35708,ca2011130624,2011-06-21,24062011,first class,tb21280,toby braunhardt,consumer,new york city,new york,united states,10024.0,us,east,offpa10003883,office supplies,paper,message book phone wirebound standard line memo 2 34 x 5,19.65,3,0.0,9.039,3.86,high
36015,ca2012109736,2012-10-10,11102012,first class,dj13420,denny joy,corporate,san francisco,california,united states,94109.0,us,west,offpa10004101,office supplies,paper,xerox 1894,45.36,7,0.0,21.7728,3.86,medium
39792,ca2013143154,2013-12-03,09122013,standard class,as10225,alan schoenberger,corporate,longmont,colorado,united states,80501.0,us,west,tecac10002942,technology,accessories,wd my passport ultra 1tb portable external hard drive,165.6,3,0.2,-6.21,3.86,medium
31641,us2012120712,2012-12-20,24122012,standard class,cs12130,chad sievert,consumer,austin,texas,united states,78745.0,us,central,offst10000107,office supplies,storage,fellowes super stordrawer,88.8,4,0.2,-2.22,3.85,medium
34498,ca2011164224,2011-05-18,20052011,second class,tt21070,ted trevino,consumer,akron,ohio,united states,44312.0,us,east,offpa10001526,office supplies,paper,xerox 1949,15.936,4,0.2,5.7768,3.85,critical
38231,ca2011164182,2011-07-14,18072011,standard class,st20530,shui tom,consumer,philadelphia,pennsylvania,united states,19140.0,us,east,offar10001044,office supplies,art,boston ranger 55 pencil sharpener black,41.584,2,0.2,4.6782,3.85,medium
39016,ca2012108588,2012-01-05,10012012,standard class,bg11695,brooke gillingham,corporate,new york city,new york,united states,10009.0,us,east,offar10001615,office supplies,art,newell 34,59.52,3,0.0,15.4752,3.85,medium
39846,ca2012126186,2012-09-11,12092012,first class,gb14530,george bell,corporate,aurora,colorado,united states,80013.0,us,west,furfu10000073,furniture,furnishings,deflecto glasstique clear desk accessories,24.64,4,0.2,4.004,3.85,high
40269,us2011149034,2011-11-19,21112011,first class,rd19900,ruben dartt,consumer,philadelphia,pennsylvania,united states,19120.0,us,east,tecac10003023,technology,accessories,logitech g105 gaming keyboard,47.496,1,0.2,-1.1874,3.85,medium
40441,us2014166688,2014-05-21,27052014,standard class,rd19480,rick duston,consumer,las vegas,nevada,united states,89115.0,us,west,offap10000358,office supplies,appliances,fellowes basic homeoffice series surge protectors,64.9,5,0.0,18.821,3.85,low
31988,us2011117135,2011-06-21,23062011,second class,np18325,naresj patel,consumer,waynesboro,virginia,united states,22980.0,us,south,offst10002444,office supplies,storage,recycled eldon regeneration jumbo file,36.84,3,0.0,10.3152,3.84,high
33803,ca2011143917,2011-07-25,27072011,second class,kl16645,ken lonsdale,consumer,san francisco,california,united states,94122.0,us,west,furfu10004351,furniture,furnishings,staples,77.92,8,0.0,34.2848,3.84,high
36746,us2011119081,2011-09-12,19092011,standard class,ta21385,tom ashbrook,home office,olathe,kansas,united states,66062.0,us,central,tecac10001542,technology,accessories,sandisk cruzer 16 gb usb flash drive,57.4,5,0.0,10.906,3.84,medium
34358,ca2014127621,2014-03-04,08032014,standard class,re19450,richard eichhorn,consumer,dallas,texas,united states,75081.0,us,central,offpa10001307,office supplies,paper,important message pads 50 414 x 512 forms per pad,26.88,8,0.2,9.744,3.83,high
33006,ca2014123491,2014-10-31,06112014,standard class,jk15205,jamie kunitz,consumer,san francisco,california,united states,94122.0,us,west,furch10003061,furniture,chairs,global leather task chair black,71.992,1,0.2,-0.8999,3.82,medium
33379,ca2014104647,2014-02-24,02032014,standard class,ck12595,clytie kelty,consumer,los angeles,california,united states,90008.0,us,west,offpa10002870,office supplies,paper,ampad phone message book recycled 400 message capacity 5  x 11,37.44,6,0.0,16.848,3.82,medium
35272,ca2013167556,2013-03-30,03042013,standard class,jm15250,janet martin,consumer,new york city,new york,united states,10009.0,us,east,offbi10000320,office supplies,binders,gbc plastic binding combs,41.328,7,0.2,14.9814,3.82,medium
36195,us2011122021,2011-10-15,17102011,first class,ac10660,anna chung,consumer,parma,ohio,united states,44134.0,us,east,offpa10002230,office supplies,paper,xerox 1897,7.968,2,0.2,2.8884,3.82,critical
37578,ca2012116484,2012-11-20,26112012,standard class,jk15205,jamie kunitz,consumer,marion,ohio,united states,43302.0,us,east,furfu10002874,furniture,furnishings,ultra commercial grade dual valve door closer,63.824,2,0.2,9.5736,3.82,medium
39690,ca2013142594,2013-12-02,07122013,second class,ej14155,eva jacobs,consumer,franklin,massachusetts,united states,2038.0,us,east,furfu10002045,furniture,furnishings,executive impressions 14,111.15,5,0.0,48.906,3.82,medium
41068,ca2013123533,2013-11-25,01122013,standard class,sc20050,sample company a,home office,hialeah,florida,united states,33012.0,us,south,offap10002765,office supplies,appliances,fellowes advanced computer series surge protectors,42.384,2,0.2,4.2384,3.82,medium
31508,ca2012101007,2012-02-09,13022012,second class,ms17980,michael stewart,corporate,dallas,texas,united states,75220.0,us,central,tecac10001266,technology,accessories,memorex micro travel drive 8 gb,20.8,2,0.2,6.5,3.81,high
32648,ca2013162901,2013-03-29,01042013,first class,as10045,aaron smayling,corporate,arlington,virginia,united states,22204.0,us,south,offst10000649,office supplies,storage,hanging personal folder file,31.4,2,0.0,7.85,3.81,medium
35357,ca2013129196,2013-11-02,08112013,standard class,xp21865,xylona preis,consumer,chicago,illinois,united states,60610.0,us,central,tecac10002473,technology,accessories,maxell 47gb dvdr,68.112,3,0.2,17.8794,3.81,medium
37243,ca2011104178,2011-08-25,29082011,standard class,jm15265,janet molinari,corporate,los angeles,california,united states,90036.0,us,west,offst10004258,office supplies,storage,portable personal file box,48.84,4,0.0,13.1868,3.81,high
37920,ca2011130449,2011-09-06,09092011,first class,vp21760,victoria pisteka,corporate,san francisco,california,united states,94109.0,us,west,offla10001934,office supplies,labels,avery 516,58.48,8,0.0,27.4856,3.81,medium
39923,ca2012164084,2012-09-07,12092012,standard class,ag10525,andy gerbode,corporate,new york city,new york,united states,10011.0,us,east,offst10003638,office supplies,storage,mobile personal file cube,70.26,3,0.0,18.9702,3.81,medium
35878,ca2013120250,2013-09-20,23092013,first class,ap10720,anne pryor,home office,philadelphia,pennsylvania,united states,19140.0,us,east,furfu10003424,furniture,furnishings,nudell oak frame,25.632,3,0.2,3.8448,3.8,medium
38607,ca2012121699,2012-08-10,14082012,standard class,bd11320,bill donatelli,consumer,detroit,michigan,united states,48227.0,us,central,offbi10004632,office supplies,binders,gbc binding covers,64.75,5,0.0,29.1375,3.8,medium
40979,ca2014122770,2014-12-14,19122014,standard class,ep13915,emily phan,consumer,san francisco,california,united states,94122.0,us,west,offpa10003172,office supplies,paper,xerox 1996,38.88,6,0.0,18.6624,3.8,medium
36301,ca2011156006,2011-04-30,02052011,second class,tm21010,tamara manning,consumer,jackson,mississippi,united states,39212.0,us,south,tecac10002550,technology,accessories,maxell 47gb dvdrw 3pack,47.79,3,0.0,16.2486,3.79,high
39954,ca2011142769,2011-09-13,13092011,same day,rp19390,resi plking,consumer,seattle,washington,united states,98103.0,us,west,offap10004785,office supplies,appliances,holmes replacement filter for hepa air cleaner medium room,22.66,2,0.0,9.7438,3.79,high
31633,ca2012137946,2012-09-01,04092012,second class,db13615,doug bickford,consumer,los angeles,california,united states,90045.0,us,west,offbi10004140,office supplies,binders,avery nonstick binders,14.368,4,0.2,4.49,3.78,critical
36348,ca2012134922,2012-11-07,11112012,standard class,kb16240,karen bern,corporate,philadelphia,pennsylvania,united states,19140.0,us,east,offen10000483,office supplies,envelopes,white envelopes white envelopes with clear poly window,24.4,2,0.2,7.93,3.78,high
31883,ca2012128139,2012-07-03,09072012,standard class,bd11725,bruce degenhardt,consumer,richmond,kentucky,united states,40475.0,us,south,furch10003956,furniture,chairs,novimex hightech fabric mesh task chair,70.98,1,0.0,4.9686,3.77,medium
32152,ca2011125612,2011-08-03,08082011,standard class,bk11260,berenike kampe,consumer,new york city,new york,united states,10035.0,us,east,offpa10001019,office supplies,paper,xerox 1884,39.96,2,0.0,18.7812,3.77,medium
32445,ca2012112452,2012-04-04,04042012,same day,nc18340,nat carroll,consumer,lansing,michigan,united states,48911.0,us,central,offbi10003350,office supplies,binders,acco expandable hanging binders,12.76,2,0.0,5.8696,3.77,critical
35653,ca2012155600,2012-12-04,07122012,second class,ro19780,rose obrian,consumer,clarksville,tennessee,united states,37042.0,us,south,offar10003752,office supplies,art,deluxe chalkboard eraser cleaner,36.96,4,0.2,12.012,3.77,medium
40265,ca2011166730,2011-12-30,01012012,first class,dd13570,dorothy dickinson,consumer,memphis,tennessee,united states,38109.0,us,south,offst10002554,office supplies,storage,tennsco industrial shelving,39.128,1,0.2,-8.8038,3.77,medium
34190,ca2014139913,2014-10-24,30102014,standard class,jc16105,julie creighton,corporate,rochester,new york,united states,14609.0,us,east,offpa10002479,office supplies,paper,xerox 4200 series multiuse premium copy paper 20lb and 84 bright,26.4,5,0.0,11.88,3.76,low
34454,ca2012139584,2012-08-24,28082012,standard class,em13810,eleni mccrary,corporate,new york city,new york,united states,10009.0,us,east,tecac10001266,technology,accessories,memorex micro travel drive 8 gb,26.0,2,0.0,11.7,3.76,high
34574,ca2011102988,2011-04-05,09042011,second class,gm14695,greg maxwell,corporate,alexandria,virginia,united states,22304.0,us,south,tecph10001615,technology,phones,att cl82213,28.99,1,0.0,8.4071,3.76,high
38049,ca2013154767,2013-06-29,01072013,second class,bp11155,becky pak,consumer,paterson,new jersey,united states,7501.0,us,east,offpa10003039,office supplies,paper,xerox 1960,61.96,2,0.0,27.882,3.76,high
34812,ca2013168536,2013-12-21,25122013,standard class,sc20800,stuart calhoun,consumer,jackson,mississippi,united states,39212.0,us,south,tecac10002323,technology,accessories,sandisk ultra 32 gb microsdhc class 10 memory card,66.3,3,0.0,8.619,3.75,medium
35802,us2011138247,2011-12-24,29122011,standard class,bf11170,ben ferrer,home office,los angeles,california,united states,90045.0,us,west,tecac10004708,technology,accessories,sony 32gb class 10 micro sdhc r40 memory card,62.85,3,0.0,13.1985,3.75,medium
37404,ca2011120852,2011-12-20,25122011,standard class,wb21850,william brown,consumer,grand prairie,texas,united states,75051.0,us,central,tecac10004510,technology,accessories,logitech desktop mk120 mouse and keyboard combo,65.44,5,0.2,-8.18,3.75,medium
40243,ca2014148355,2014-12-25,29122014,standard class,nc18535,nick crebassa,corporate,new bedford,massachusetts,united states,2740.0,us,east,offpa10001972,office supplies,paper,xerox 214,19.44,3,0.0,9.3312,3.75,high
33730,us2014112613,2014-05-29,02062014,standard class,jh15910,jonathan howell,consumer,houston,texas,united states,77070.0,us,central,tecph10001536,technology,phones,spigen samsung galaxy s5 case wallet,54.368,4,0.2,4.0776,3.74,medium
35729,ca2013168893,2013-11-04,09112013,second class,ap10915,arthur prichep,consumer,henderson,kentucky,united states,42420.0,us,south,furfu10002885,furniture,furnishings,magna visual magnetic picture hangers,24.1,5,0.0,9.158,3.74,high
38646,ca2014142125,2014-10-22,28102014,standard class,jb15400,jennifer braxton,corporate,milwaukee,wisconsin,united states,53209.0,us,central,offbi10000301,office supplies,binders,gbc instant report kit,38.82,6,0.0,19.41,3.74,low
33533,ca2012145849,2012-09-15,17092012,second class,ct11995,carol triggs,consumer,indianapolis,indiana,united states,46203.0,us,central,offar10000817,office supplies,art,manco drylighter erasable highlighter,24.32,8,0.0,8.2688,3.73,high
34332,us2012123960,2012-06-11,16062012,standard class,bd11605,brian dahlen,consumer,monroe,louisiana,united states,71203.0,us,south,offbi10002799,office supplies,binders,slimview poly binder 38,36.26,7,0.0,16.6796,3.73,medium
35289,ca2012161998,2012-05-01,05052012,standard class,db13120,david bremer,corporate,tampa,florida,united states,33614.0,us,south,offsu10004261,office supplies,supplies,fiskars 8 scissors 2pack,41.376,3,0.2,4.6548,3.73,medium
35624,ca2013153346,2013-01-25,27012013,first class,tb21355,todd boyes,corporate,plainfield,new jersey,united states,7060.0,us,east,offpa10000007,office supplies,paper,telephone message books with faxmobile section 4 14 x 6,18.0,5,0.0,8.28,3.73,high
36160,ca2013125164,2013-11-11,15112013,standard class,sh19975,sally hughsby,corporate,new york city,new york,united states,10011.0,us,east,offbi10003982,office supplies,binders,wilson jones century plastic molded ring binders,49.848,3,0.2,16.8237,3.73,medium
37895,ca2011169257,2011-06-06,12062011,standard class,sv20785,stewart visinsky,consumer,jacksonville,florida,united states,32216.0,us,south,offpa10002319,office supplies,paper,xerox 1944,62.016,2,0.2,22.4808,3.73,medium
32436,ca2013152170,2013-11-13,16112013,second class,fh14275,frank hawley,corporate,la porte,indiana,united states,46350.0,us,central,offar10003394,office supplies,art,newell 332,20.58,7,0.0,5.5566,3.72,high
35516,ca2014134565,2014-06-12,14062014,second class,tb21400,tom boeckenhauer,consumer,seattle,washington,united states,98103.0,us,west,offpa10004243,office supplies,paper,xerox 1939,37.94,2,0.0,18.2112,3.72,medium
36392,us2011140452,2011-12-06,10122011,standard class,bk11260,berenike kampe,consumer,chicago,illinois,united states,60610.0,us,central,tecph10000307,technology,phones,shocksock galaxy s4 armband,35.04,4,0.2,-7.008,3.72,high
39162,ca2012143364,2012-07-14,19072012,second class,tg21310,toby gnade,consumer,mesa,arizona,united states,85204.0,us,west,furch10004287,furniture,chairs,safco arco folding chair,441.92,2,0.2,49.716,3.72,medium
41095,ca2012128608,2012-01-12,17012012,standard class,cs12490,cindy schnelling,corporate,toledo,ohio,united states,43615.0,us,east,tecph10000912,technology,phones,anker 24w portable micro usb car charger,26.376,4,0.4,2.6376,3.72,high
32195,ca2014160983,2014-10-30,01112014,second class,gb14530,george bell,corporate,auburn,new york,united states,13021.0,us,east,offpa10002250,office supplies,paper,things to do today pad,46.96,8,0.0,22.5408,3.71,high
33664,ca2014123659,2014-02-11,14022014,first class,mn17935,michael nguyen,consumer,clinton,maryland,united states,20735.0,us,east,offpa10002464,office supplies,paper,hp office recycled paper 20lb and 87 bright,23.12,4,0.0,11.3288,3.71,high
33677,ca2013118052,2013-05-07,11052013,standard class,be11455,brad eason,home office,lorain,ohio,united states,44052.0,us,east,offpa10002581,office supplies,paper,xerox 1951,49.568,2,0.2,15.49,3.71,medium
36404,ca2014132213,2014-04-26,27042014,first class,pn18775,parhena norris,home office,nashville,tennessee,united states,37211.0,us,south,offar10004078,office supplies,art,newell 312,42.048,9,0.2,5.256,3.71,medium
38956,ca2014146493,2014-06-02,06062014,standard class,cv12805,cynthia voltz,corporate,fremont,nebraska,united states,68025.0,us,central,offbi10003676,office supplies,binders,gbc standard recycled report covers clear plastic sheets,53.9,5,0.0,25.872,3.71,medium
33220,ca2013156685,2013-07-09,11072013,second class,sc20230,scot coram,corporate,arlington,texas,united states,76017.0,us,central,offar10000588,office supplies,art,newell 345,47.616,3,0.2,3.5712,3.7,medium
33513,ca2014129378,2014-10-02,03102014,first class,ns18505,neola schneider,consumer,san jose,california,united states,95123.0,us,west,furch10000553,furniture,chairs,metal folding chairs beige 4carton,108.608,4,0.2,9.5032,3.7,high
33928,us2014110604,2014-05-16,21052014,standard class,jf15295,jason fortune,consumer,seattle,washington,united states,98103.0,us,west,furfu10000076,furniture,furnishings,24hour round wall clock,39.96,2,0.0,17.1828,3.7,medium
35660,ca2014111332,2014-05-21,23052014,second class,nc18340,nat carroll,consumer,fargo,north dakota,united states,58103.0,us,central,offar10001374,office supplies,art,bic brite liner highlighters chisel tip,25.92,4,0.0,8.2944,3.7,high
37640,ca2012146255,2012-03-07,10032012,first class,em14140,eugene moren,home office,newark,delaware,united states,19711.0,us,east,offbi10000309,office supplies,binders,gbc twin loop wire binding elements 916 spine black,30.44,2,0.0,14.9156,3.7,high
37913,ca2013123512,2013-06-18,20062013,first class,mv18190,mike vittorini,consumer,los angeles,california,united states,90045.0,us,west,offla10000081,office supplies,labels,avery 496,22.5,6,0.0,10.8,3.7,critical
38418,ca2014166926,2014-12-02,09122014,standard class,so20335,sean odonnell,consumer,seattle,washington,united states,98105.0,us,west,offpa10001593,office supplies,paper,xerox 1947,41.86,7,0.0,18.837,3.7,low
32697,ca2013159212,2013-11-02,06112013,standard class,km16375,katherine murray,home office,salem,virginia,united states,24153.0,us,south,tecph10003988,technology,phones,lf elite 3d dazzle designer hard case cover lf stylus pen and wiper for apple iphone 5c mini lite,21.8,2,0.0,6.104,3.69,high
32965,ca2013128531,2013-11-25,27112013,second class,ns18505,neola schneider,consumer,dallas,texas,united states,75217.0,us,central,offar10003405,office supplies,art,dixon my first ticonderoga pencil 2,14.04,3,0.2,1.5795,3.69,critical
33060,ca2013110254,2013-08-05,09082013,standard class,ml17755,max ludwig,home office,suffolk,virginia,united states,23434.0,us,south,offsu10002573,office supplies,supplies,acme 10 easy grip assistive scissors,35.06,2,0.0,10.518,3.69,medium
34787,ca2012157322,2012-07-02,06072012,standard class,rh19600,rob haberlin,consumer,carol stream,illinois,united states,60188.0,us,central,offst10004507,office supplies,storage,advantus rolling storage box,68.6,5,0.2,6.0025,3.69,medium
35216,us2012148817,2012-12-01,07122012,standard class,kd16495,keith dawkins,corporate,chesapeake,virginia,united states,23320.0,us,south,offst10001321,office supplies,storage,decoflex hanging personal folder file blue,61.68,4,0.0,16.6536,3.69,medium
38422,ca2013123176,2013-09-28,30092013,second class,jg15160,james galang,consumer,atlanta,georgia,united states,30318.0,us,south,offpa10003971,office supplies,paper,xerox 1965,17.94,3,0.0,8.7906,3.69,critical
40345,ca2014137463,2014-12-17,21122014,second class,km16225,kalyca meade,corporate,sunnyvale,california,united states,94086.0,us,west,offla10003498,office supplies,labels,avery 475,44.4,3,0.0,22.2,3.69,medium
33146,ca2012160472,2012-07-20,25072012,second class,rk19300,ralph kennedy,consumer,south bend,indiana,united states,46614.0,us,central,offst10000464,office supplies,storage,multiuse personal file cart and caster set three stacking bins,34.76,1,0.0,9.7328,3.68,medium
36611,ca2014137876,2014-05-01,06052014,standard class,dj13510,don jones,corporate,san francisco,california,united states,94110.0,us,west,offen10001219,office supplies,envelopes,10 4 18 x 9 12 securitytint envelopes,30.56,4,0.0,14.9744,3.68,high
38619,ca2014167626,2014-09-04,08092014,standard class,my18295,muhammed yedwab,corporate,chicago,illinois,united states,60623.0,us,central,tecac10004353,technology,accessories,hypercom p1300 pinpad,100.8,2,0.2,21.42,3.68,medium
39416,ca2013116722,2013-11-12,17112013,standard class,lp17080,liz pelletier,consumer,san francisco,california,united states,94110.0,us,west,furfu10001934,furniture,furnishings,magnifier swing arm lamp,41.96,2,0.0,10.9096,3.68,high
37114,ca2011124730,2011-11-26,26112011,same day,ls17245,lynn smith,consumer,utica,new york,united states,13501.0,us,east,offbi10001031,office supplies,binders,pressboard data binders by wilson jones,17.088,4,0.2,5.7672,3.67,high
38297,ca2014123687,2014-05-27,30052014,first class,kc16675,kimberly carter,corporate,louisville,kentucky,united states,40214.0,us,south,offsu10004498,office supplies,supplies,martinyale premier letter opener,25.76,2,0.0,0.7728,3.67,high
40548,ca2014155712,2014-03-03,09032014,standard class,kd16615,ken dana,corporate,los angeles,california,united states,90008.0,us,west,offbi10004224,office supplies,binders,catalog binders with expanding posts,107.648,2,0.2,33.64,3.67,medium
40694,ca2011125997,2011-09-20,23092011,first class,mw18220,mitch webber,consumer,new york city,new york,united states,10011.0,us,east,offap10003842,office supplies,appliances,europro shark turbo vacuum,30.98,1,0.0,8.0548,3.67,high
36410,ca2013147970,2013-01-31,02022013,second class,ab10150,aimee bixby,consumer,dallas,texas,united states,75220.0,us,central,offpa10003936,office supplies,paper,xerox 1994,15.552,3,0.2,5.4432,3.66,critical
38338,ca2014103443,2014-12-18,24122014,standard class,at10735,annie thurman,consumer,new york city,new york,united states,10009.0,us,east,furfu10000308,furniture,furnishings,deflecto glass clear studded chair mats,124.36,2,0.0,27.3592,3.66,medium
40468,us2013155768,2013-12-02,02122013,same day,lb16795,laurel beltran,home office,oxnard,california,united states,93030.0,us,west,offpa10001357,office supplies,paper,xerox 1886,47.9,1,0.0,22.992,3.66,high
41187,us2013115441,2013-07-26,29072013,second class,sh19975,sally hughsby,corporate,milwaukee,wisconsin,united states,53209.0,us,central,offpa10004996,office supplies,paper,speediset carbonless rediletter 7 x 8 12,20.62,2,0.0,9.6914,3.66,critical
34243,ca2014169859,2014-12-15,19122014,standard class,mp18175,mike pelletier,home office,san diego,california,united states,92024.0,us,west,furfu10004963,furniture,furnishings,eldon 400 class desk accessories black carbon,26.25,3,0.0,11.025,3.65,high
34635,us2014109253,2014-08-22,23082014,first class,pr18880,patrick ryan,consumer,oakland,california,united states,94601.0,us,west,offbi10000962,office supplies,binders,acco flexible accohide square ring data binder dark blue 11 12 x 14 78,117.144,9,0.2,42.4647,3.65,medium
36934,ca2014113208,2014-03-27,03042014,standard class,ml18040,michelle lonsdale,corporate,dearborn,michigan,united states,48126.0,us,central,furfu10004245,furniture,furnishings,career cubicle clock 8 14 black,60.84,3,0.0,23.1192,3.65,medium
31618,ca2011164973,2011-11-04,09112011,standard class,nm18445,nathan mautz,home office,new york city,new york,united states,10024.0,us,east,offst10002974,office supplies,storage,travlfile heavyduty shuttle ii black,43.57,1,0.0,13.071,3.64,high
32429,us2013114776,2013-12-07,08122013,first class,gg14650,greg guthrie,corporate,antioch,california,united states,94509.0,us,west,offpa10004100,office supplies,paper,xerox 216,19.44,3,0.0,9.3312,3.64,medium
35903,ca2012135020,2012-05-28,02062012,standard class,ms17770,maxwell schwartz,consumer,rochester,new york,united states,14609.0,us,east,tecph10004093,technology,phones,panasonic kxts550,45.99,1,0.0,13.3371,3.64,medium
37219,us2012126977,2012-09-17,23092012,standard class,pf19120,peter fuller,consumer,new york city,new york,united states,10035.0,us,east,tecph10000169,technology,phones,arkon windshield dashboard air vent car mount holder,67.8,4,0.0,1.356,3.64,medium
41286,ca2011110422,2011-01-22,24012011,second class,tb21400,tom boeckenhauer,consumer,miami,florida,united states,33180.0,us,south,furfu10001889,furniture,furnishings,ultra door pull handle,25.248,3,0.2,4.1028,3.64,critical
36825,ca2012137106,2012-03-31,04042012,standard class,sc20260,scott cohen,corporate,jacksonville,florida,united states,32216.0,us,south,tecph10000011,technology,phones,puregear rollon screen protector,79.96,5,0.2,27.986,3.63,medium
38260,ca2013157161,2013-07-17,21072013,second class,jd15895,jonathan doherty,corporate,columbia,south carolina,united states,29203.0,us,south,offar10003338,office supplies,art,eberhard faber 3 12 golf pencils,22.32,3,0.0,5.58,3.63,medium
38690,ca2014147844,2014-05-03,07052014,standard class,dd13570,dorothy dickinson,consumer,los angeles,california,united states,90049.0,us,west,offar10001615,office supplies,art,newell 34,59.52,3,0.0,15.4752,3.63,medium
39275,ca2011166051,2011-05-31,05062011,standard class,jk15625,jim karlsson,consumer,jackson,mississippi,united states,39212.0,us,south,tecph10002538,technology,phones,grandstream gxp1160 voip phone,113.73,3,0.0,32.9817,3.63,medium
41013,us2013144477,2013-08-13,15082013,second class,db13270,deborah brumfield,home office,philadelphia,pennsylvania,united states,19134.0,us,east,offar10000914,office supplies,art,boston 16765 mini stand up battery pencil sharpener,37.312,4,0.2,2.7984,3.63,medium
41215,ca2012105508,2012-09-24,29092012,standard class,jf15190,jamie frazer,consumer,new york city,new york,united states,10035.0,us,east,offen10003055,office supplies,envelopes,blue stringtie  button interoffice envelopes 10 x 13,39.98,1,0.0,17.991,3.63,medium
35151,us2014131849,2014-06-07,11062014,standard class,gh14410,gary hansen,home office,san francisco,california,united states,94122.0,us,west,offst10002957,office supplies,storage,sterilite show offs storage containers,26.4,5,0.0,0.0,3.62,high
37465,ca2012132815,2012-09-19,22092012,second class,rw19540,rick wilson,corporate,los angeles,california,united states,90008.0,us,west,offpa10004530,office supplies,paper,personal creations ink jet cards and labels,22.96,2,0.0,11.2504,3.62,high
37491,ca2014104927,2014-12-23,27122014,standard class,ag10330,alex grayson,consumer,houston,texas,united states,77095.0,us,central,offpa10000176,office supplies,paper,xerox 1887,75.88,5,0.2,26.558,3.62,medium
32387,ca2014158407,2014-06-05,11062014,standard class,lw16990,lindsay williams,corporate,monroe,north carolina,united states,28110.0,us,south,tecph10001819,technology,phones,innergie mmini combo duo usb travel charging kit,71.984,2,0.2,25.1944,3.61,medium
33303,ca2011111150,2011-12-31,04012012,standard class,rw19630,rob williams,corporate,columbia,missouri,united states,65203.0,us,central,tecac10000290,technology,accessories,sabrent 4port usb 20 hub,47.53,7,0.0,16.1602,3.61,high
33657,us2011148838,2011-03-17,21032011,standard class,cp12340,christine phan,corporate,new york city,new york,united states,10024.0,us,east,offpa10002960,office supplies,paper,xerox 1926,34.86,7,0.0,16.3842,3.61,medium
34538,us2013140809,2013-02-01,03022013,first class,ck12760,cyma kinney,corporate,arlington,virginia,united states,22204.0,us,south,offst10002214,office supplies,storage,xrack file for hanging folders,56.45,5,0.0,14.677,3.61,medium
34918,ca2013109743,2013-09-23,30092013,standard class,sh19975,sally hughsby,corporate,smyrna,tennessee,united states,37167.0,us,south,tecph10004071,technology,phones,payanywhere card reader,63.936,8,0.2,5.5944,3.61,medium
37645,ca2012104486,2012-05-01,06052012,standard class,po18850,patrick obrill,consumer,san francisco,california,united states,94109.0,us,west,offst10000876,office supplies,storage,eldon simplefile box office,37.32,3,0.0,10.4496,3.61,high
35700,ca2011127936,2011-09-02,04092011,first class,cl12565,clay ludtke,consumer,new york city,new york,united states,10009.0,us,east,offar10002445,office supplies,art,sanford major accent highlighters,21.24,3,0.0,8.0712,3.6,high
36606,ca2014131254,2014-11-20,22112014,first class,nc18415,nathan cano,consumer,houston,texas,united states,77095.0,us,central,offar10003876,office supplies,art,avery hiliter glidestik fluorescent highlighter yellow ink,13.04,5,0.2,3.912,3.6,high
37558,ca2014103506,2014-07-24,28072014,standard class,lr17035,lisa ryan,corporate,long beach,new york,united states,11561.0,us,east,offla10001158,office supplies,labels,avery addressshipping labels for typewriters 4 x 2,41.4,4,0.0,19.872,3.6,high
38624,us2011131275,2011-03-18,24032011,standard class,sc20050,sample company a,home office,burbank,california,united states,91505.0,us,west,furfu10004597,furniture,furnishings,eldon cleatmat chair mats for medium pile carpets,111.0,2,0.0,14.43,3.6,medium
